,act1,act101,act102,act103,act104,act105,act106,act107,act108,act109,act110,act111,act112,act113,act114,act115,act116,act117,act118,act2,act201,act202,act203,act204,act205,act206,aer1,aer101,aer102,aer103,aer104,aer105,aer106,aer107,aer108,aer109,aer2,aer4,aer5,air2,air5,air6,air7,air8,air9,airact,airact01,airact02,airact03,airact04,airact05,airact06,airact07,airact08,airact09,airgo,bad1,bad101,bad102,bad103,bad104,bad105,bad106,bad107,bad108,bad109,bad2,bad4,bad5,base1,base101,base102,base103,base104,base105,base106,base107,base108,base2,base3,base4,base5,bask1,bask101,bask102,bask103,bask104,bask105,bask106,bask107,bask108,bask109,bask2,bask3,bask5,bask6,beach1,beach101,beach102,beach103,beach104,beach105,beach106,beach107,beach108,beach109,beach110,beach111,beach2,beach4,beach5,bikeact,boat,boat01,boat02,boat03,boat04,boat05,boat06,boat07,boatact,branch1,branch2,campact,cent1,comm1,comm101,comm102,comm103,comm104,comm105,comm106,comm107,comm108,comm109,comm12,comm2,dgprk1,dgprk13,dgprk14,disc,disc01,disc02,disc03,disc04,disc05,discgo,equact,fieldact,fshact,haskid,hiweight,huntact,idnumber,infac,loweight,nat1,natact,natact01,natact02,natact03,natact04,natact05,offact,othact,othact01,othact02,othact03,othact04,othact05,othact06,othact07,othact08,othst,picact,pool1,r1,seepart,sno1,sno2,snoact,snoact01,snoact02,snoact03,snoact04,snoact05,snoact06,snoact07,snoact08,snoact09,snoact10,snoact11,snoice,swim1,swim101,swim102,swim103,swim104,swim105,swim106,swim107,swim108,swim109,swim110,swim111,swim112,swim113,swim114,swim2,swim3,ult1,ult13,ult14,wat1,wat2,wat3,wat4,watact,watact01,watact02,watact03,watact04,watact05,watact06,watact07,watact08,watact09,watact10,watact11,watact12,white1
2535,100010000001000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100100000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,20,Satisfied,Satisfied,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,At least 18,At least 18,Yes,1,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,2,No,,,,,,,,,,No,No,No,Yes,Yes,116.80,Yes,2522.00,Yes,0.61,,11010,Checked,Checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,12,Other activities,Yes,,10,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,10000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,3,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,
2536,110010000000000000,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10,Satisfied,Highly satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,15,Highly satisfied,Highly satisfied,No,,,,,,,,,No,At least 18,At least 18,Yes,3,101000,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,5,No,2,Satisfied,Don't know / doesn't apply,,,,,,,No,No,No,No,Yes,215.00,No,2523.00,Yes,0.88,,11100,Checked,Checked,Checked,Not checked,Not checked,No,11100000,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,15,Hunting and shooting,Yes,,,,,,,,,,,,,,,No,10000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,Satisfied,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2537,1000000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,100100,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,4,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,2814.35,No,2524.00,No,0.71,2,11110,Checked,Checked,Checked,Checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,Yes,,Nature activities,Yes,,,1000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Highly dissatisfied,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2538,1000000001100,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,Yes,No,1160.68,Yes,2532.00,No,1.11,5,1010,Not checked,Checked,Not checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,stream cleaning in property,Yes,,Camping,Yes,,,,,,,,,,,,,,,No,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Dissatisfied,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2539,10111000000000000,Not checked,Checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10,Neither satisfied nor dissatisfied,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,7,Satisfied,Neither satisfied nor dissatisfied,No,100100,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,889.61,No,2525.00,No,0.69,7,1010,Not checked,Checked,Not checked,Checked,Not checked,No,10010000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,40,Bike riding,No,,3,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,10000001000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Dissatisfied,Satisfied,,,,5,,30,30,110010011100,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,
2540,100000000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,At least 18,At least 18,No,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,2,No,,,,,,,,,,No,No,No,No,Yes,889.61,No,2526.00,Yes,0.69,,1010,Not checked,Checked,Not checked,Checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Water activities,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,10,10,1100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,
2541,100000000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,20,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,No,,100101000,Checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,15,,,,,,,,,,,No,No,No,No,No,1420.77,No,2527.00,Yes,1.36,,1110,Not checked,Checked,Checked,Checked,Not checked,No,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Equestrian activitie,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2542,101100000001100000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100100,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,No,60,Satisfied,Highly satisfied,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,70,Satisfied,Highly satisfied,Yes,,,,,,,,,No,At least 18,At least 18,Yes,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,60,,,,,,,,,,,No,No,No,No,No,601.80,No,2528.00,Yes,0.47,,1100,Not checked,Checked,Checked,Not checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Equestrian activitie,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,14,,,,110010000000,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2543,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,90.65,No,2529.00,No,0.47,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Picnicking,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2544,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,1278.64,Yes,2530.00,No,0.57,,1,Not checked,Not checked,Not checked,Not checked,Checked,Yes,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,No,,Disc-related activit,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2545,10000000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,1233.04,No,2531.00,No,0.96,,1,Not checked,Not checked,Not checked,Not checked,Checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,274,Bike riding,Yes,,,,,,,,,,,,,,,No,100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2546,101000000000000000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,100000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,50,,,,,,,,,,,No,Yes,No,Yes,No,2035.53,No,2545.00,Yes,1.59,,1100,Not checked,Checked,Checked,Not checked,Not checked,Yes,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Air activities,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,3,,,,10100000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2547,11100000111011000,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,250,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,10010000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,50,Highly dissatisfied,Satisfied,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,5,Satisfied,Satisfied,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,5,Satisfied,Dissatisfied,,,,,,,No,No,No,Yes,No,1748.41,Yes,2533.00,No,1.36,,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,11110000,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Snow activities,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2548,111111000110100000,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,100100,Checked,Not checked,Not checked,Checked,Not checked,Not checked,110110100,Checked,Checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,320,Highly satisfied,Highly satisfied,30,,,7,,,101000,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010010000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,330,Satisfied,Highly satisfied,Yes,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,150,110101000,Checked,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,25,,200,Highly satisfied,Satisfied,1100,Not checked,Checked,Checked,Not checked,Not checked,Yes,No,Yes,Yes,No,1060.50,No,2534.00,Yes,4.36,125,11110,Checked,Checked,Checked,Checked,Not checked,No,11111000,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,"spearfishing, freediving,",Yes,25,Snow activities,Yes,5,5,1010000000,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,10000000001000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Highly satisfied,Highly satisfied,20,Highly satisfied,Highly satisfied,10,,,,110010110000,Checked,Checked,Not checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,
2549,100000000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,8,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,Yes,5,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,No,No,601.80,No,2535.00,No,0.47,,11110,Checked,Checked,Checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Water activities,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2550,111101000000100000,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,110110000,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Satisfied,Highly satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,2,Don't know / doesn't apply,Highly satisfied,Yes,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,4650.30,No,2536.00,No,0.94,1,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Other activities (Pe,Yes,,,,,,,,,,,,,,,No,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2551,1000000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,100000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,165.98,Yes,2537.00,No,0.67,1,1010,Not checked,Checked,Not checked,Checked,Not checked,Yes,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Hunting and shooting,No,,,,,,,,,,,,,,,No,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2552,111000000000000000,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,52,Satisfied,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,100001000,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,2,,,,,,,,,,,No,No,No,No,No,2241.35,No,2538.00,Yes,0.56,,1010,Not checked,Checked,Not checked,Checked,Not checked,No,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,No,,Disc-related activit,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
2553,1000000000000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,30,Dissatisfied,Satisfied,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,257.59,No,2660.00,No,1.06,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,Yes,,Indoor community fac,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2554,1000000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,Satisfied,Highly satisfied,Yes,110100,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,2,100001000,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,3,No,,,,,,,,,,No,No,No,Yes,Yes,791.65,No,2539.00,Yes,0.76,25,11000,Checked,Checked,Not checked,Not checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Indoor community fac,Yes,,,,,,,,,,,,,,,No,10000001000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,10,,,,110010000000,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
2555,11001000000000100,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,10000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,20,Highly satisfied,Highly satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010010000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,15,Dissatisfied,Satisfied,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,20,,,,,,,,,,,No,No,No,Yes,No,4034.00,Yes,2540.00,Yes,1.59,20,11000,Checked,Checked,Not checked,Not checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Disc-related activit,Yes,,,,,,,,,,,,,,,No,1100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Dissatisfied,,,,8,,,,10010000000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
