,acc,acc01,acc02,acc03,acc04,acc05,acc06,acc07,age,agecat,anyprk,barrier,barrier2,barrier3,barrier4,branch7,cntyres,disab,disab2,disabst,distprk,distprkx,distpub,distpubx,educate,gender,hiweight,idnumber,income,kdact1,kdact101,kdact102,kdact103,kdact104,kdact105,kdact106,kdact107,kdact108,kdact109,kdact110,kdact111,kdact112,kdact113,kdact114,kdact115,kdact116,kdact117,kdact118,kdact119,kdact2,kdact201,kdact202,kdact203,kdact204,kdact205,kdact206,kdact207,kdact208,kdact209,kdact210,kdact211,kdact212,kdact213,kdact214,kdact215,kdact216,kdact217,kdact218,kdact219,kdact3,kdact301,kdact302,kdact303,kdact304,kdact305,kdact306,kdact307,kdact308,kdact309,kdact310,kdact311,kdact312,kdact313,kdact314,kdact315,kdact316,kdact317,kdact318,kdact319,kiddo,likedo,likest1,likest2,loweight,nomo,nomost1,nomost2,numkid,numres,ownr,plan,planst1,planst2,race,race01,race02,race03,race04,race05,race06,race07,race08,race09,ratewet,ratewtx,region,reside,tab001,tab001a,tab002,tab003,tab004,tab005,tab005a,tab006,tab007,tab007a,tab008,tab009,tab010,tab011,tab011a,tab012,tab013,tab014,tab015,tab015a,tab016,tab017,tab017a,tab018,tab019,tab020,tab022,tab023,tab024,tab025,tab026,tab027,tab028,tab029,tab030,tab030a,tab031,tab032,tab033,tab034,tab035,tab036,tab037,tab038,tab039,tab040,tab041,tab042,tab044,tab045,tab046,tab047,tab048,tab049,tab050,tab051,tab052,tab053,tab054,tab055,tab056,tab057,tab058,tab059,tab060,tab061,tab062,tab063,tab064,tab065,tab066,tab067,tab068,tab070,tab071,tab072,tab073,tab074,tab075,tab076,tab077,tab078,tab079,tab080,tab081,tab082,tab083,tab084,tab085,tab086,tab087,tab088,tab089,tab090,tab091,tab092,tab093,tab094,tab095,tab096,tab097,tab098,tab099,tab100,tab101,tab102,tab103,tab104,typark,typark01,typark02,typark03,typark04,typark05,typark06,viscen,viscen01,viscen02,viscen03,viscen04,viscen05,wetlnd,wetlndst,wsrf1,wsrf101,wsrf102,wsrf103,wsrf2,wsrf4,wsrf5
16,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,61,55-64 years old,Yes,No,,No,,Does not have children,Pacific,,No,,5,5 miles,2,2 miles,Bachelor's degree,Female,247.31,16.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.00,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Coast,Rural area not on a farm or ranch,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,Don't know,,,,,,,,
17,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,75,65 years old or older,No,No,,No,,Does not have children,Okanogan,,No,,1,1 mile,1,1 mile,"Some college or trade school, no degree",Male,4563.21,17.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.96,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Rural area on a farm or ranch,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,,,,,No,,,,,,,,
18,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,56,55-64 years old,Yes,No,,No,,Does not have children,Skamania,,No,,3,3 miles,15,11-15 miles,High school graduate or equivalent,Female,2241.35,18.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.56,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South West,Rural area on a farm or ranch,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
19,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,64,55-64 years old,Yes,No,,No,,Does not have children,Snohomish,,No,,2,2 miles,2,2 miles,Professional or doctorate degree,Male,1769.44,19.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.47,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Suburban area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
20,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,49,45-54 years old,Yes,No,,No,,Has children,Whitman,No,No,,0,Less than 1 mile,1,1 mile,Professional or doctorate degree,Male,116.80,20.00,"$75,000 or more",1000000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,No,,,0.61,No,,,1,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Small city or town,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
21,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,56,55-64 years old,Yes,No,,No,,Does not have children,Columbia,,No,,7,6-10 miles,1,1 mile,Bachelor's degree,Female,84.36,22.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.44,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Rural area not on a farm or ranch,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
22,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,36,35-44 years old,Yes,No,,No,,Does not have children,Pierce,,No,,1,1 mile,10,6-10 miles,High school graduate or equivalent,Male,5117.96,23.00,"$25,000-$34,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,,1.29,No,,,,2,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South West,Small city or town,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
23,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,35,35-44 years old,Yes,No,,No,,Does not have children,Lewis,,No,,40,More than 30 miles,10,6-10 miles,"Some college or trade school, no degree",Female,4201.59,24.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.06,No,,,,5,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South West,Rural area not on a farm or ranch,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
24,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,46,45-54 years old,Yes,No,,No,,Does not have children,Clark,,No,,1,1 mile,1,1 mile,Associate's or trade school degree,Male,5352.74,25.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.35,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South West,Suburban area,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
25,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,58,55-64 years old,Yes,No,,No,,Does not have children,Kittitas,,No,,2,2 miles,1,1 mile,Bachelor's degree,Female,1278.64,26.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.57,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Small city or town,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
26,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,48,45-54 years old,No,No,,No,,Does not have children,Garfield,,No,,0,Less than 1 mile,20,16-20 miles,Not a high school graduate,Male,116.80,27.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.61,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Small city or town,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,,,,,No,,,,,,,,
27,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,Don't know,Yes,No,,No,,Has children,Adams,No,Don't know / refused,,0,Less than 1 mile,0,Less than 1 mile,Don't know,Female,294.55,28.00,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1.74,No,,,1,,Don't know / refused,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Columbia Plateau,Don't know,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
28,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,888,Refused,Yes,No,,No,,Does not have children,Chelan,,No,,5,5 miles,2,2 miles,Professional or doctorate degree,Male,2595.42,35.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.36,No,,,,2,Own,"Yes, ALL of them",,,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,North Cascades,Small city or town,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10100,Checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
29,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,29,25-34 years old,Yes,No,,No,,Has children,Asotin,No,No,,0,Less than 1 mile,2,2 miles,"Some college or trade school, no degree",Female,160.89,29.00,"$35,000-$49,999",1100000001000000,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000000000000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,No,,,0.83,No,,,2,3,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Small city or town,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
30,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,67,65 years old or older,Yes,No,,No,,Does not have children,Asotin,,No,,4,4 miles,0,Less than 1 mile,"Some college or trade school, no degree",Female,232.30,30.00,"$15,000-$19,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.20,No,,,,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Small city or town,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
31,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,56,55-64 years old,Yes,No,,No,,Has children,Asotin,No,No,,0,Less than 1 mile,0,Less than 1 mile,Bachelor's degree,Female,84.36,31.00,"$75,000 or more",1010100001000100000,Checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,No,,,0.44,No,,,1,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Small city or town,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
32,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,27,25-34 years old,Yes,No,,No,,Does not have children,Asotin,,No,,2,2 miles,1,1 mile,Master's degree,Female,160.89,32.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.83,No,,,,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Small city or town,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
33,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,63,55-64 years old,Yes,No,,No,,Does not have children,Asotin,,No,,0,Less than 1 mile,0,Less than 1 mile,Bachelor's degree,Female,84.36,33.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.44,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Small city or town,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
34,1101100,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,55,55-64 years old,Yes,No,,No,,Does not have children,Asotin,,No,,13,11-15 miles,1,1 mile,Bachelor's degree,Male,110.69,34.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.57,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Rural area on a farm or ranch,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
35,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,53,45-54 years old,Yes,No,,No,,Does not have children,Chelan,,No,,2,2 miles,0,Less than 1 mile,Professional or doctorate degree,Female,2814.35,36.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.71,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Small city or town,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
36,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,55,55-64 years old,Yes,No,,No,,Does not have children,Clark,,No,,0,Less than 1 mile,3,3 miles,Bachelor's degree,Male,2961.50,37.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.74,Don't know,,,,2,Own,"No, not all, but MOST of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South West,Large city or urban area,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
